19911120,-0.2,0.45,-0.2,-0.05,-0.17,0.02
19911121,0.36,-0.06,-0.55,0.17,0,0.02
19911122,-0.96,0.22,-0.35,0.22,-0.23,0.02
19911125,-0.32,-0.41,0.2,-0.22,-0.1,0.02
19911126,0.49,-0.85,-0.04,0.1,0,0.02
19911127,-0.22,0.14,-0.15,0.11,-0.06,0.02
19911128,-0.02,0,-0.01,-0.01,-0.02,0.02
19911129,-0.17,0.54,-0.37,0.15,-0.18,0.02
19911202,1.34,-1.19,-0.97,0.61,-0.56,0.02
19911203,0.06,0.26,-0.61,0.33,-0.65,0.02
19911204,-0.18,0.34,-0.65,0.18,-0.11,0.02
19911205,-0.54,0.21,-0.26,0.12,0.02,0.02
19911206,0.33,-0.18,-0.53,0.14,-0.16,0.02
19911209,-0.26,-0.1,-0.54,0.38,-0.37,0.02
19911210,-0.14,-0.4,-0.28,0.17,-0.34,0.02
19911211,-0.25,-0.34,0.06,0.31,0.19,0.02
19911212,0.84,-0.29,0.12,0.04,0,0.02
19911213,0.68,0.09,0.12,-0.12,-0.06,0.02
19911216,0.11,0.48,-0.9,0.21,-0.47,0.02
19911217,-0.5,0.06,-0.59,0.42,-0.57,0.02
19911218,0.1,-0.33,-0.13,0.33,0.06,0.02
19911219,-0.44,-0.25,0.14,0.14,0.29,0.02
19911220,0.97,-1.05,0.52,0.05,0.31,0.02
19911223,2.2,-1.25,0.2,-0.1,-0.28,0.02
19911224,0.8,0.11,0.57,-0.23,-0.12,0.02
19911225,-0.01,0,0.01,-0.01,0,0.02
19911226,1.32,0.07,-0.43,0.1,-0.44,0.02
19911227,0.59,0.42,-0.34,0.28,-0.44,0.02
19911230,2.02,-0.17,-0.43,-0.23,-0.55,0.02
19911231,0.58,0.59,0.07,0.08,0.18,0.02
19920101,-0.01,0,0,0,0,0.01
19920102,-0.09,0.06,0.29,-0.48,0.43,0.01
19920103,0.54,0.56,-0.05,-0.37,-0.08,0.01
19920106,-0.01,1.17,0.11,-0.34,-0.23,0.01
19920107,0.01,0.59,-0.11,-0.05,-0.11,0.01
19920108,0.34,0.69,-0.41,0.22,-0.22,0.01
19920109,0.22,1.09,-0.77,0.24,-0.25,0.01
19920110,-0.59,0.2,0.4,-0.36,0.14,0.01
19920113,-0.09,0.47,0.07,-0.19,0.21,0.01
19920114,1.28,-0.15,0.02,-0.11,0.02,0.01
19920115,0.25,0.7,1.38,-0.45,0.41,0.01
19920116,-0.54,0.69,1.86,-0.48,0.59,0.01
19920117,0.1,0.31,-0.18,0.17,0.03,0.01
19920120,-0.61,0.21,0.6,-0.18,0.62,0.01
19920121,-1.09,-0.58,0.4,0.11,0.81,0.01
19920122,1.3,-0.21,-1.05,0.28,-0.62,0.01
19920123,-0.45,0.99,-0.08,-0.12,-0.01,0.01
19920124,0.09,0.2,-0.02,0.24,-0.19,0.01
19920127,-0.18,0,0.88,-0.34,0.52,0.01
19920128,-0.01,-0.01,0.64,0.1,0.65,0.01
19920129,-0.97,0.51,0.3,-0.01,0,0.01
19920130,0.38,0.1,-0.44,-0.08,-0.31,0.01
